,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
2400,1,1,0,0,2,0,1,0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,4,4,4,4,4.0,3.0,2.0,4.0,2.0,2.0,4,3,4,4,3,2,1,3,3,4,2,1,4,1,3,4,1,3.0,3,4.0,1
2063,1,0,0,0,2,0,1,1,121,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4,2,4,3,3.0,4.0,3.0,3.0,3.0,3.0,4,4,3,4,4,4,0,0,2,4,4,4,4,4,4,4,2,1.0,2,3.0,0
6369,1,0,0,0,4,0,2,0,70,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,4,2.0,2.0,2.0,2.0,2.0,0.0,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,0,3,2.0,3,0.0,0
4308,0,1,1,0,0,1,4,4,63,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,4,3,3,3,2.0,3.0,3.0,0.0,2.0,0.0,1,3,4,4,4,4,4,0,3,4,3,4,4,3,3,4,0,1.0,0,2.0,0
156,0,0,0,2,0,0,4,1,192,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,3,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3,3,3,1,2,3,4,4,4,3,4,3,4,4,2,2.0,2,4.0,0
1839,1,1,1,0,2,0,1,0,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,4,2.0,3.0,3.0,2.0,3.0,1.0,1,0,4,4,4,4,2,1,0,4,4,3,4,3,4,2,2,3.0,3,2.0,0
1258,0,0,1,2,2,1,1,1,192,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,3.0,3.0,4.0,4.0,3.0,3,0,4,4,4,4,4,1,3,3,3,4,4,4,4,3,4,2.0,3,4.0,1
4525,1,1,0,2,0,0,1,0,142,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,1.0,4.0,1.0,4,3,3,1,1,1,1,1,1,2,2,1,3,4,4,0,3,1.0,3,1.0,0
1169,0,1,0,2,0,0,2,4,170,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,3,4,2,2.0,2.0,3.0,3.0,2.0,2.0,3,2,3,4,4,4,3,3,3,2,3,4,3,4,3,2,4,2.0,3,2.0,1
5053,1,1,1,2,0,0,4,4,23,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,4,1.0,0.0,1.0,2.0,4.0,0.0,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,2.0,2,0.0,0
4230,0,2,1,0,2,0,0,1,160,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,4,4.0,4.0,4.0,3.0,3.0,4.0,2,1,2,4,4,4,3,1,1,4,1,4,4,4,4,2,2,2.0,4,3.0,1
1556,0,1,1,0,1,0,1,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,3,4,4,3,4.0,3.0,3.0,4.0,4.0,3.0,4,3,4,4,4,4,2,1,4,4,4,4,4,3,3,3,4,3.0,2,4.0,1
5815,1,1,0,0,0,1,0,0,23,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2,4,3,4,4,2.0,2.0,4.0,2.0,2.0,2.0,1,1,1,4,2,0,0,0,4,4,4,4,4,4,4,4,1,3.0,2,2.0,0
739,0,1,0,2,0,0,1,1,130,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,4,4,4,4,2.0,4.0,4.0,3.0,3.0,3.0,1,1,1,4,4,4,3,4,4,4,0,4,4,4,4,2,1,3.0,2,2.0,0
2976,0,0,2,0,2,0,3,2,148,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,3,3.0,3.0,3.0,3.0,2.0,3.0,2,1,3,3,3,2,3,2,2,2,4,3,4,4,4,4,1,3.0,3,3.0,0
4636,1,1,1,2,3,0,1,1,142,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,3,4,3,3.0,4.0,3.0,3.0,3.0,3.0,4,2,4,2,2,2,1,0,4,3,1,1,4,2,4,2,1,3.0,3,3.0,0
4710,0,1,0,2,2,1,4,0,80,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3,3,3,4,4.0,4.0,4.0,3.0,4.0,2.0,3,2,4,4,4,4,3,4,1,4,4,4,4,4,4,4,0,2.0,3,3.0,1
6652,1,1,0,2,0,0,0,0,143,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,1.0,4.0,4.0,2.0,3.0,2.0,4,3,4,3,4,4,1,1,4,4,2,4,4,4,4,3,2,2.0,3,3.0,0
6183,0,1,0,2,4,0,1,0,192,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,3.0,4.0,4.0,4.0,3.0,3,3,4,4,4,4,4,3,2,4,3,3,4,4,4,3,3,3.0,3,4.0,1
2893,0,1,1,3,0,0,0,0,177,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,0.0,3.0,4.0,1.0,4.0,1.0,2,1,1,4,3,3,3,2,4,4,1,4,4,4,4,4,1,2.0,4,1.0,1
5019,1,0,1,3,2,0,0,0,105,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,3,4,4,4,3.0,3.0,4.0,4.0,3.0,3.0,3,3,4,4,4,4,1,2,0,3,1,2,4,3,4,1,0,2.0,3,4.0,0
229,0,1,1,2,2,1,2,4,68,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,4,4.0,3.0,4.0,2.0,3.0,2.0,2,3,4,3,4,3,3,4,3,4,4,4,4,3,3,3,4,1.0,2,3.0,0
5424,1,0,1,4,2,0,3,0,121,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3,4,4,4,4,4.0,4.0,3.0,4.0,3.0,3.0,4,1,3,4,3,2,2,1,0,4,3,3,4,1,3,2,0,2.0,2,4.0,1
1436,1,1,1,0,0,1,3,0,23,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,4,2,4,2,2.0,2.0,3.0,1.0,2.0,2.0,4,4,3,4,4,4,4,0,2,4,2,4,4,4,2,1,2,2.0,4,2.0,0
5306,0,0,1,2,3,0,1,3,192,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3,3,3,4,4,4,4,2,3,4,3,4,4,4,4,2,3,3.0,2,3.0,0
5474,0,1,0,2,2,1,1,1,150,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4,4,4,3,3.0,4.0,3.0,3.0,2.0,2.0,2,4,2,4,4,4,3,0,2,4,2,4,4,4,4,2,4,3.0,2,2.0,0
1033,1,0,0,2,3,0,0,0,146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,2.0,3.0,4.0,2.0,3.0,4,4,4,4,2,1,2,2,3,0,3,0,2,4,3,2,4,1.0,0,3.0,1
740,0,1,1,2,2,1,1,1,130,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,3.0,3.0,2.0,1,1,1,4,4,4,3,4,4,4,0,4,4,4,4,2,1,1.0,2,2.0,0
4607,1,0,1,0,4,0,4,3,23,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,4,4,4,4,2.0,4.0,4.0,3.0,2.0,2.0,2,0,2,4,2,3,3,3,1,1,4,3,4,2,3,4,2,3.0,2,2.0,0
4312,0,1,0,0,0,1,0,0,142,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,3,1,3,4,2,2,1,2,4,4,3,2,4,2,2,3,1,4.0,2,3.0,0
3854,1,1,0,0,2,0,0,0,84,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,1,2.0,3.0,3.0,3.0,2.0,3.0,4,4,4,4,3,3,4,4,0,3,2,3,4,4,4,4,4,2.0,4,3.0,0
4568,1,1,1,0,2,0,3,3,28,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,4.0,3.0,3.0,3.0,3.0,3.0,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,2.0,3,3.0,1
2276,0,0,0,2,2,1,4,2,125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,3,2,2,1,1,2,1,3,3,3,2,3,4,3,3.0,3,4.0,1
3182,0,1,1,0,3,0,1,1,167,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,3,2.0,3.0,3.0,2.0,3.0,2.0,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,2.0,2,2.0,0
4581,1,1,1,2,3,0,1,1,142,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,4,1.0,3.0,3.0,2.0,2.0,1.0,4,4,2,4,2,2,1,1,3,2,3,2,3,1,3,3,1,3.0,2,2.0,0
5030,1,0,0,2,2,1,2,2,19,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,4,2,0,2,3,4,4,1,4,3,1,3,4,4,4,2,1,2.0,3,4.0,1
2304,0,1,1,2,0,0,4,2,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,4,3.0,4.0,4.0,4.0,4.0,4.0,4,1,4,4,4,4,4,0,1,4,2,3,3,3,3,2,0,2.0,2,3.0,1
3296,1,1,1,2,0,0,4,2,36,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,2,3,3,4.0,3.0,2.0,3.0,2.0,3.0,3,0,2,3,3,2,4,0,1,1,2,3,4,4,4,1,1,2.0,2,3.0,0
5049,1,1,1,2,2,1,4,4,23,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,4,2.0,4.0,2.0,1.0,1.0,1.0,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,0.0,2,2.0,0
6361,1,0,1,0,2,0,2,0,70,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,4,2.0,4.0,4.0,1.0,4.0,0.0,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,0,3,3.0,3,2.0,0
1271,0,1,0,0,0,1,4,4,169,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,4,3,3,2.0,3.0,3.0,2.0,2.0,2.0,1,1,1,4,4,4,1,0,3,2,2,4,4,4,4,1,1,3.0,2,2.0,0
5027,1,0,0,2,2,1,2,2,19,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,3.0,3.0,4.0,4,2,0,2,3,4,4,1,4,3,1,3,4,4,4,2,1,3.0,3,3.0,1
5426,1,0,0,4,2,0,3,0,121,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,1,3,4,3,2,2,1,0,4,3,3,4,1,3,2,0,4.0,2,4.0,1
5873,1,1,0,4,4,1,0,0,174,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,1.0,4,4,4,4,4,4,4,1,2,4,3,2,2,1,2,4,4,2.0,3,4.0,1
5057,1,1,0,2,2,1,4,4,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,4,2.0,4.0,3.0,1.0,2.0,1.0,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,1.0,2,0.0,0
6132,0,1,0,3,0,0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,3,2.0,4.0,4.0,3.0,3.0,1.0,1,0,4,4,3,4,2,0,1,4,1,4,4,2,2,1,4,1.0,1,2.0,0
3250,0,0,1,2,2,1,4,4,192,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,4,4,4,4,2.0,1.0,2.0,1.0,2.0,2.0,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,2,3.0,4,2.0,0
6170,0,1,0,4,0,0,1,0,193,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,2,3.0,3.0,3.0,2.0,3.0,2.0,2,3,4,4,4,4,2,1,4,4,4,4,4,2,2,4,1,3.0,2,3.0,0
5729,1,0,2,2,0,0,4,0,202,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4,3,4,4,2,1.0,3.0,4.0,1.0,3.0,0.0,1,1,3,4,4,3,0,1,2,4,1,3,4,4,4,3,0,3.0,3,2.0,0
561,1,0,1,4,0,0,0,0,121,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3,3,3,3,3.0,3.0,4.0,3.0,3.0,3.0,4,4,3,3,3,3,2,2,2,3,3,1,4,4,4,1,0,3.0,2,3.0,0
5162,0,0,1,2,2,1,0,0,192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,4,3,4,3,3.0,3.0,3.0,2.0,3.0,1.0,4,2,2,4,4,4,3,2,1,4,3,4,3,2,2,3,2,3.0,2,3.0,0
890,1,0,0,3,2,0,0,1,121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,3,1,4,1,4.0,4.0,4.0,4.0,3.0,2.0,1,2,1,4,3,2,2,4,1,4,4,3,4,1,4,2,1,2.0,2,3.0,1
1291,0,1,0,2,0,0,1,2,134,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,4,4,4,2.0,3.0,4.0,2.0,4.0,1.0,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,2.0,2,1.0,0
6389,1,1,0,0,0,1,4,1,70,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,4,3.0,4.0,4.0,3.0,4.0,4.0,3,4,3,4,3,2,2,4,3,4,3,3,4,3,3,2,1,2.0,3,3.0,1
1059,0,0,0,2,2,1,4,2,58,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,4.0,3.0,4.0,3.0,1,4,3,4,2,2,4,2,2,3,4,3,3,3,2,4,3,1.0,2,4.0,0
988,1,0,0,4,1,0,0,0,121,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3,4,4,4,4,3.0,4.0,3.0,3.0,3.0,3.0,3,4,3,4,3,3,2,3,3,3,4,3,4,4,4,2,2,3.0,3,4.0,0
5643,0,1,0,1,2,0,0,0,22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4,4,4,3,4.0,3.0,4.0,3.0,3.0,2.0,4,1,4,4,3,3,4,1,4,4,0,2,1,3,4,3,4,3.0,4,3.0,0
4591,1,1,0,2,2,1,1,1,142,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,4,1.0,1.0,3.0,2.0,3.0,1.0,4,4,2,4,2,2,1,1,3,2,3,2,3,1,3,3,1,3.0,2,2.0,0
203,0,0,0,2,2,1,2,4,121,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,2.0,2.0,3.0,2.0,2.0,2.0,1,1,3,4,3,3,3,1,3,3,4,4,4,3,3,4,3,1.0,2,2.0,0
6130,0,1,1,3,2,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,3,3.0,3.0,3.0,3.0,4.0,2.0,1,0,4,4,3,4,2,0,1,4,1,4,4,2,2,1,4,3.0,1,3.0,1
2511,1,1,1,0,2,0,3,0,26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,4.0,3.0,3.0,3.0,4.0,1.0,2,3,1,3,3,1,2,1,3,4,3,4,4,2,2,2,0,3.0,3,4.0,1
6252,0,0,1,0,2,0,4,3,148,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2,4,3,4,3,4.0,3.0,3.0,3.0,3.0,2.0,2,0,3,4,4,4,3,1,4,3,3,4,4,2,2,3,2,1.0,3,3.0,1
2975,0,0,1,0,0,1,3,2,148,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,3,3.0,3.0,3.0,3.0,2.0,1.0,2,1,3,3,3,2,3,2,2,2,4,3,4,4,4,4,1,2.0,3,3.0,1
813,1,1,0,2,4,0,0,0,121,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,2.0,4.0,3.0,2.0,1.0,1.0,2,2,2,4,4,4,2,2,4,3,3,4,4,4,4,4,2,4.0,4,4.0,1
4572,1,1,0,0,0,1,3,3,28,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,2.0,2.0,3.0,2.0,3.0,2.0,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,2.0,3,3.0,0
1574,0,1,1,0,0,1,3,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,2.0,4.0,3.0,3,2,3,4,4,4,2,1,0,4,4,4,4,2,3,4,3,2.0,2,4.0,0
3550,1,1,1,0,0,1,0,1,144,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,4,4,4,4,2.0,1.0,3.0,1.0,3.0,1.0,4,3,0,3,1,3,4,2,1,4,3,2,3,3,4,1,0,2.0,3,1.0,0
1514,0,0,0,2,2,1,0,2,177,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,2.0,4.0,4.0,4.0,4.0,2,3,3,3,2,2,3,4,3,3,3,3,3,3,4,3,3,1.0,3,4.0,1
5996,1,0,1,0,2,0,0,0,199,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4,3,4,3,3.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,3,2,2,4,2,3,3,3,4,1,1,3.0,2,3.0,0
6040,0,0,0,0,2,0,1,1,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,2,4,4,4,1.0,1.0,2.0,1.0,1.0,1.0,3,2,2,3,4,4,4,1,4,4,2,4,4,4,4,3,4,2.0,3,1.0,1
3248,0,0,0,2,1,0,4,4,192,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,3.0,2.0,3.0,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,2,2.0,4,3.0,1
1523,0,0,1,2,1,0,2,1,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,4,3,4,3,3,3,2,1,3,3,2,2,3,4,4,3,2,4.0,2,3.0,0
4808,0,1,0,2,2,1,0,2,51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,3,3.0,4.0,4.0,3.0,4.0,2.0,4,0,3,4,3,3,4,0,4,4,0,1,2,2,2,2,1,3.0,2,3.0,0
2616,1,0,0,2,2,1,0,1,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,4,4,4,4,1.0,3.0,3.0,1.0,3.0,1.0,4,3,4,3,3,3,1,1,4,2,2,3,3,2,4,1,2,3.0,1,2.0,0
5808,1,0,0,0,2,0,0,0,37,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,2,3.0,4.0,2.0,2.0,3.0,0.0,2,2,1,4,2,1,1,2,1,3,4,2,4,3,4,3,1,2.0,2,1.0,0
1654,0,1,1,2,2,1,2,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,2.0,3.0,3.0,2.0,4.0,2.0,1,0,4,4,3,4,2,0,0,4,2,4,4,2,3,3,2,3.0,1,2.0,0
3018,0,0,0,2,2,1,1,1,90,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,1.0,4.0,4.0,3.0,3.0,4,1,3,4,3,3,2,1,3,4,3,3,3,2,3,2,3,3.0,2,4.0,1
6692,1,1,0,2,0,0,1,1,89,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3,4,4,4,4,2.0,3.0,3.0,3.0,3.0,3.0,4,2,3,4,3,3,2,4,4,3,3,4,4,4,4,4,1,3.0,2,2.0,0
4161,0,0,1,2,2,1,3,3,165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,3,4.0,4.0,4.0,4.0,4.0,3.0,2,0,4,3,2,2,1,2,4,4,3,3,3,4,4,3,4,2.0,3,4.0,1
1464,1,0,0,2,3,0,3,2,171,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,4,4,3,4,4,3,2,1,3,4,2,4,4,4,4,3,3,3.0,3,3.0,1
2944,0,1,0,0,2,0,1,0,165,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,2.0,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,1.0,3,3.0,0
6135,0,1,1,3,2,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,3,2.0,2.0,3.0,3.0,2.0,2.0,1,0,4,4,3,4,2,0,1,4,1,4,4,2,2,1,4,2.0,1,3.0,0
4142,0,1,1,3,2,0,0,1,117,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,3,2,3,3,3,2,1,4,2,2,4,4,4,4,4,2,3.0,2,4.0,1
4440,1,1,0,2,0,0,2,3,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,4,4,4,2.0,3.0,3.0,3.0,2.0,2.0,3,3,2,4,4,4,3,3,4,4,2,3,3,4,4,4,3,3.0,2,2.0,0
4732,0,0,0,2,2,1,4,3,63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,4.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,3.0,4,4.0,1
2848,1,1,0,4,0,0,0,0,23,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3,4,4,4,3.0,3.0,4.0,3.0,3.0,2.0,3,0,4,3,2,0,4,3,4,3,1,3,3,2,3,3,0,2.0,3,3.0,0
826,1,1,2,4,3,0,4,4,23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,2.0,4.0,4.0,4.0,4.0,3.0,2,2,3,3,3,3,1,1,2,3,2,3,3,1,3,3,1,3.0,2,3.0,0
2989,0,0,0,2,1,0,2,3,9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4,3,4,4,3.0,3.0,3.0,3.0,3.0,3.0,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,1.0,1,3.0,0
6640,1,1,1,2,3,0,0,0,143,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,4.0,3.0,3.0,4,3,4,3,4,4,1,1,4,4,2,4,4,4,4,3,2,3.0,3,3.0,1
1196,1,0,1,0,2,0,0,1,139,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,2.0,3.0,3.0,4,3,2,3,3,3,1,4,3,4,2,2,3,2,4,1,3,2.0,3,3.0,1
5206,1,1,1,2,2,1,0,0,23,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,3.0,3.0,2.0,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3.0,3,3.0,0
375,1,1,1,2,2,1,1,1,81,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,2,3,3,3.0,4.0,3.0,4.0,4.0,4.0,4,3,2,3,3,3,4,1,3,3,2,2,3,2,3,1,3,1.0,3,3.0,0
